Timestamp,Voltage (V),Current (A),Power (W),Energy (kWh),Frequency (Hz),Power Factor
2024-11-04 15:25:52,208.10,4.16,854.10,0.636,50.0,0.99
2024-11-04 15:25:53,208.10,4.16,854.10,0.636,50.0,0.99
2024-11-04 15:25:54,207.60,4.16,853.80,0.637,50.0,0.99
2024-11-04 15:25:54,207.60,4.16,853.80,0.637,50.0,0.99
2024-11-04 15:25:55,207.30,4.17,854.20,0.637,50.0,0.99
2024-11-04 15:25:55,207.30,4.17,854.20,0.637,50.0,0.99
2024-11-04 15:25:56,207.10,4.17,853.90,0.637,50.0,0.99
2024-11-04 15:25:56,207.10,4.17,853.90,0.637,50.0,0.99
2024-11-04 15:25:57,206.90,4.18,853.40,0.637,50.0,0.99
2024-11-04 15:25:58,206.90,4.18,853.40,0.638,50.0,0.99
2024-11-04 15:25:58,207.30,4.17,853.70,0.638,50.0,0.99
2024-11-04 15:25:59,207.30,4.17,853.70,0.638,50.0,0.99
2024-11-04 15:25:59,207.20,4.17,853.00,0.638,50.0,0.99
2024-11-04 15:26:00,207.20,4.17,853.00,0.638,50.0,0.99
2024-11-04 15:26:01,207.60,4.17,854.10,0.638,50.0,0.99
2024-11-04 15:26:01,207.60,4.17,854.10,0.638,50.0,0.99
2024-11-04 15:26:02,207.60,4.17,854.10,0.639,50.0,0.99
2024-11-04 15:26:02,208.00,4.16,854.10,0.639,50.0,0.99
2024-11-04 15:26:03,208.00,4.16,854.10,0.639,50.0,0.99
2024-11-04 15:26:04,208.10,4.15,853.10,0.639,50.0,0.99
2024-11-04 15:26:04,208.10,4.15,853.10,0.639,50.0,0.99
2024-11-04 15:26:05,207.70,4.15,851.70,0.639,50.0,0.99
2024-11-04 15:26:05,207.70,4.15,851.70,0.639,50.0,0.99
2024-11-04 15:26:06,207.80,4.15,850.90,0.640,50.0,0.99
2024-11-04 15:26:07,207.80,4.15,850.90,0.640,50.0,0.99
2024-11-04 15:26:07,207.60,4.15,850.90,0.640,50.0,0.99
2024-11-04 15:26:08,207.60,4.15,850.90,0.640,50.0,0.99
2024-11-04 15:26:08,208.00,4.14,851.20,0.640,50.0,0.99
2024-11-04 15:26:09,208.00,4.14,851.20,0.640,50.0,0.99
2024-11-04 15:26:10,208.00,4.14,850.90,0.640,50.0,0.99
2024-11-04 15:26:10,208.00,4.14,850.90,0.641,50.0,0.99
2024-11-04 15:26:11,207.80,4.14,849.80,0.641,50.0,0.99
2024-11-04 15:26:11,207.80,4.14,849.80,0.641,50.0,0.99
2024-11-04 15:26:12,207.80,4.14,849.80,0.641,50.0,0.99
2024-11-04 15:26:13,208.10,4.13,849.60,0.641,50.0,0.99
2024-11-04 15:26:13,208.10,4.13,849.60,0.641,50.0,0.99
2024-11-04 15:26:14,208.00,4.14,849.60,0.641,50.0,0.99
2024-11-04 15:26:14,208.00,4.14,849.60,0.642,50.0,0.99
2024-11-04 15:26:15,207.80,4.14,849.50,0.642,50.0,0.99
2024-11-04 15:26:16,207.80,4.14,849.50,0.642,50.0,0.99
2024-11-04 15:26:16,207.90,4.14,850.30,0.642,50.0,0.99
2024-11-04 15:26:17,207.90,4.14,850.30,0.642,50.0,0.99
2024-11-04 15:26:17,207.90,4.14,850.70,0.642,50.0,0.99
2024-11-04 15:26:18,208.10,4.14,850.70,0.642,50.0,0.99
2024-11-04 15:26:19,208.10,4.14,850.70,0.643,49.9,0.99
2024-11-04 15:26:19,208.40,4.14,852.10,0.643,50.0,0.99
2024-11-04 15:26:20,208.40,4.14,852.10,0.643,49.9,0.99
2024-11-04 15:26:20,208.10,4.15,852.20,0.643,50.0,0.99
2024-11-04 15:26:21,208.10,4.15,852.20,0.643,50.0,0.99
2024-11-04 15:26:22,207.40,4.16,852.10,0.643,49.9,0.99
2024-11-04 15:26:22,207.40,4.16,852.10,0.643,49.9,0.99
2024-11-04 15:26:23,207.50,4.16,852.20,0.644,49.9,0.99
2024-11-04 15:26:23,207.50,4.16,852.20,0.644,50.0,0.99
2024-11-04 15:26:24,207.40,4.15,850.40,0.644,50.0,0.99
2024-11-04 15:26:25,207.40,4.15,850.40,0.644,50.0,0.99
2024-11-04 15:26:25,207.30,4.15,849.30,0.644,49.9,0.99
2024-11-04 15:26:26,207.30,4.15,849.30,0.644,50.0,0.99
2024-11-04 15:26:26,207.40,4.14,848.90,0.644,50.0,0.99
2024-11-04 15:26:27,207.40,4.14,848.90,0.645,50.0,0.99
2024-11-04 15:26:27,207.60,4.13,848.20,0.645,49.9,0.99
2024-11-04 15:26:28,207.60,4.13,848.20,0.645,49.9,0.99
2024-11-04 15:26:29,207.60,4.13,848.20,0.645,49.9,0.99
2024-11-04 15:26:29,208.20,4.13,848.80,0.645,50.0,0.99
2024-11-04 15:26:30,208.20,4.13,848.80,0.645,50.0,0.99
2024-11-04 15:26:30,208.00,4.13,848.00,0.645,50.0,0.99
2024-11-04 15:26:31,208.00,4.13,848.00,0.645,49.9,0.99
2024-11-04 15:26:32,208.00,4.13,848.40,0.646,49.9,0.99
2024-11-04 15:26:32,208.00,4.13,848.40,0.646,49.9,0.99
2024-11-04 15:26:33,208.20,4.13,849.20,0.646,49.9,0.99
2024-11-04 15:26:33,208.20,4.13,849.20,0.646,49.9,0.99
2024-11-04 15:26:34,207.80,4.14,848.70,0.646,50.0,0.99
2024-11-04 15:26:35,207.80,4.14,848.70,0.646,50.0,0.99
2024-11-04 15:26:35,207.70,4.14,848.50,0.646,50.0,0.99
2024-11-04 15:26:36,207.70,4.14,848.50,0.647,50.0,0.99
2024-11-04 15:26:36,207.70,4.14,848.50,0.647,50.0,0.99
2024-11-04 15:26:37,207.60,4.14,849.00,0.647,50.0,0.99
2024-11-04 15:26:38,207.60,4.14,849.00,0.647,50.0,0.99
2024-11-04 15:26:38,207.70,4.14,848.60,0.647,50.0,0.99
2024-11-04 15:26:39,207.70,4.14,848.60,0.647,49.9,0.99
2024-11-04 15:26:39,207.50,4.14,848.40,0.647,50.0,0.99
2024-11-04 15:26:40,207.50,4.14,848.40,0.648,50.0,0.99
2024-11-04 15:26:41,207.50,4.14,848.00,0.648,49.9,0.99
2024-11-04 15:26:41,207.50,4.14,848.00,0.648,50.0,0.99
2024-11-04 15:26:42,207.60,4.13,847.90,0.648,49.9,0.99
2024-11-04 15:26:42,207.60,4.13,847.90,0.648,49.9,0.99
2024-11-04 15:26:43,207.70,4.13,848.00,0.648,49.9,0.99
2024-11-04 15:26:44,207.70,4.13,848.00,0.648,50.0,0.99
2024-11-04 15:26:44,207.80,4.13,848.40,0.649,50.0,0.99
2024-11-04 15:26:45,207.80,4.13,848.40,0.649,50.0,0.99
2024-11-04 15:26:45,207.80,4.13,848.40,0.649,49.9,0.99
2024-11-04 15:26:46,207.60,4.14,849.00,0.649,49.9,0.99
2024-11-04 15:26:47,207.60,4.14,849.00,0.649,49.9,0.99
2024-11-04 15:26:47,207.90,4.14,849.40,0.649,50.0,0.99
2024-11-04 15:26:48,207.90,4.14,849.40,0.649,49.9,0.99
2024-11-04 15:26:48,207.50,4.14,849.30,0.650,50.0,0.99
2024-11-04 15:26:49,207.50,4.14,849.30,0.650,49.9,0.99
2024-11-04 15:26:50,207.90,4.14,850.00,0.650,49.9,0.99
2024-11-04 15:26:50,207.90,4.14,850.00,0.650,49.9,0.99
2024-11-04 15:26:51,208.00,4.14,850.50,0.650,49.9,0.99
2024-11-04 15:26:51,208.00,4.14,850.50,0.650,50.0,0.99
2024-11-04 15:26:52,208.10,4.14,851.50,0.650,49.9,0.99
2024-11-04 15:26:53,208.10,4.14,851.50,0.651,49.9,0.99
2024-11-04 15:26:53,208.50,4.15,852.70,0.651,49.9,0.99
2024-11-04 15:26:54,208.50,4.15,852.70,0.651,49.9,0.99
2024-11-04 15:26:54,208.40,4.15,853.20,0.651,49.9,0.99
2024-11-04 15:26:55,208.40,4.15,853.20,0.651,49.9,0.99
2024-11-04 15:26:56,208.40,4.15,853.20,0.651,49.9,0.99
2024-11-04 15:26:56,207.90,4.16,853.60,0.651,49.9,0.99
2024-11-04 15:26:57,207.90,4.16,853.60,0.651,50.0,0.99
2024-11-04 15:26:57,207.90,4.16,854.10,0.652,49.9,0.99
2024-11-04 15:26:58,207.90,4.16,854.10,0.652,49.9,0.99
2024-11-04 15:26:59,208.00,4.16,854.60,0.652,50.0,0.99
2024-11-04 15:26:59,208.00,4.16,854.60,0.652,49.9,0.99
2024-11-04 15:27:00,208.30,4.16,854.80,0.652,50.0,0.99
2024-11-04 15:27:00,208.30,4.16,854.80,0.652,49.9,0.99
2024-11-04 15:27:01,208.50,4.16,855.90,0.653,50.0,0.99
2024-11-04 15:27:01,208.50,4.16,855.90,0.653,50.0,0.99
2024-11-04 15:27:02,208.50,4.16,855.90,0.653,49.9,0.99
2024-11-04 15:27:03,208.50,4.16,856.00,0.653,49.9,0.99
2024-11-04 15:27:03,208.50,4.16,856.00,0.653,50.0,0.99
2024-11-04 15:27:04,207.80,4.16,854.70,0.653,50.0,0.99
2024-11-04 15:27:04,207.80,4.16,854.70,0.653,50.0,0.99
2024-11-04 15:27:05,208.40,4.16,855.40,0.653,50.0,0.99
2024-11-04 15:27:06,208.40,4.16,855.40,0.654,49.9,0.99
2024-11-04 15:27:06,208.20,4.15,854.40,0.654,50.0,0.99
2024-11-04 15:27:07,208.20,4.15,854.40,0.654,50.0,0.99
2024-11-04 15:27:07,208.00,4.15,853.90,0.654,50.0,0.99
2024-11-04 15:27:08,208.00,4.15,853.90,0.654,50.0,0.99
2024-11-04 15:27:09,208.10,4.15,853.90,0.654,50.0,0.99
2024-11-04 15:27:09,208.10,4.15,853.90,0.654,50.0,0.99
2024-11-04 15:27:10,208.20,4.15,854.00,0.655,49.9,0.99
2024-11-04 15:27:10,208.20,4.15,854.00,0.655,50.0,0.99
2024-11-04 15:27:11,208.30,4.15,853.40,0.655,50.0,0.99
2024-11-04 15:27:12,208.30,4.15,853.40,0.655,50.0,0.99
2024-11-04 15:27:12,208.30,4.15,853.40,0.655,50.0,0.99
2024-11-04 15:27:13,208.40,4.14,852.60,0.655,50.0,0.99
2024-11-04 15:27:13,208.40,4.14,852.60,0.656,50.0,0.99
2024-11-04 15:27:14,208.30,4.14,852.40,0.656,49.9,0.99
2024-11-04 15:27:15,208.30,4.14,852.40,0.656,49.9,0.99
2024-11-04 15:27:15,208.60,4.14,852.60,0.656,49.9,0.99
2024-11-04 15:27:16,208.60,4.14,852.60,0.656,49.9,0.99
2024-11-04 15:27:16,208.50,4.15,853.50,0.656,49.9,0.99
2024-11-04 15:27:17,208.50,4.15,853.50,0.656,49.9,0.99
2024-11-04 15:27:18,208.50,4.15,854.10,0.656,50.0,0.99
2024-11-04 15:27:18,208.50,4.15,854.10,0.657,50.0,0.99
2024-11-04 15:27:19,208.80,4.15,855.70,0.657,49.9,0.99
2024-11-04 15:27:19,208.80,4.15,855.70,0.657,49.9,0.99
2024-11-04 15:27:20,208.80,4.15,855.70,0.657,50.0,0.99
2024-11-04 15:27:21,208.40,4.16,856.10,0.657,50.0,0.99
2024-11-04 15:27:21,208.40,4.16,856.10,0.657,49.9,0.99
2024-11-04 15:27:22,208.50,4.16,856.80,0.657,49.9,0.99
2024-11-04 15:27:22,208.50,4.16,856.80,0.658,49.9,0.99
2024-11-04 15:27:23,208.70,4.16,857.20,0.658,49.9,0.99
2024-11-04 15:27:24,208.70,4.16,857.20,0.658,49.9,0.99
2024-11-04 15:27:24,208.70,4.16,856.60,0.658,50.0,0.99
2024-11-04 15:27:25,208.70,4.16,856.60,0.658,49.9,0.99
2024-11-04 15:27:25,208.20,4.17,856.80,0.658,49.9,0.99
2024-11-04 15:27:26,208.20,4.17,856.80,0.658,50.0,0.99
2024-11-04 15:27:27,208.30,4.17,857.00,0.659,50.0,0.99
2024-11-04 15:27:27,208.30,4.17,857.00,0.659,49.9,0.99
2024-11-04 15:27:28,208.10,4.17,856.50,0.659,50.0,0.99
2024-11-04 15:27:28,208.10,4.17,856.50,0.659,49.9,0.99
2024-11-04 15:27:29,208.10,4.17,856.50,0.659,50.0,0.99
2024-11-04 15:27:30,208.10,4.17,856.10,0.659,49.9,0.99
2024-11-04 15:27:30,208.10,4.17,856.10,0.659,49.9,0.99
2024-11-04 15:27:31,208.00,4.16,854.00,0.660,49.9,0.99
2024-11-04 15:27:31,208.00,4.16,854.00,0.660,50.0,0.99
2024-11-04 15:27:32,208.30,4.14,852.30,0.660,49.9,0.99
2024-11-04 15:27:32,208.30,4.14,852.30,0.660,50.0,0.99
2024-11-04 15:27:33,209.20,4.13,852.00,0.660,49.9,0.99
2024-11-04 15:27:34,209.20,4.13,852.00,0.660,50.0,0.99
2024-11-04 15:27:34,208.60,4.13,850.90,0.660,49.9,0.99
2024-11-04 15:27:35,208.60,4.13,850.90,0.661,50.0,0.99
2024-11-04 15:27:35,208.50,4.13,850.50,0.661,49.9,0.99
2024-11-04 15:27:36,208.50,4.13,850.50,0.661,49.9,0.99
2024-11-04 15:27:37,207.70,4.14,849.10,0.661,49.9,0.99
2024-11-04 15:27:37,207.70,4.14,849.10,0.661,49.9,0.99
2024-11-04 15:27:38,207.50,4.14,849.10,0.661,50.0,0.99
2024-11-04 15:27:38,207.50,4.14,849.10,0.661,50.0,0.99
2024-11-04 15:27:39,207.50,4.14,849.10,0.662,49.9,0.99
2024-11-04 15:27:40,207.50,4.14,848.60,0.662,49.9,0.99
2024-11-04 15:27:40,207.50,4.14,848.60,0.662,50.0,0.99
2024-11-04 15:27:41,208.00,4.13,849.10,0.662,50.0,0.99
2024-11-04 15:27:41,208.00,4.13,849.10,0.662,50.0,0.99
2024-11-04 15:27:42,208.10,4.13,849.10,0.662,50.0,0.99
2024-11-04 15:27:43,208.10,4.13,849.10,0.662,50.0,0.99
2024-11-04 15:27:43,208.60,4.12,849.90,0.663,50.0,0.99
2024-11-04 15:27:44,208.60,4.12,849.90,0.663,50.0,0.99
2024-11-04 15:27:44,208.20,4.14,850.40,0.663,49.9,0.99
2024-11-04 15:27:45,208.20,4.14,850.40,0.663,50.0,0.99
2024-11-04 15:27:46,208.20,4.14,850.40,0.663,49.9,0.99
2024-11-04 15:27:46,208.10,4.14,850.90,0.663,49.9,0.99
2024-11-04 15:27:47,208.10,4.14,850.90,0.663,50.0,0.99
2024-11-04 15:27:47,208.20,4.14,851.70,0.664,49.9,0.99
2024-11-04 15:27:48,208.20,4.14,851.70,0.664,49.9,0.99
2024-11-04 15:27:49,207.30,4.16,851.60,0.664,49.9,0.99
2024-11-04 15:27:49,207.30,4.16,851.60,0.664,50.0,0.99
2024-11-04 15:27:50,207.50,4.16,852.80,0.664,49.9,0.99
2024-11-04 15:27:50,207.50,4.16,852.80,0.664,49.9,0.99
2024-11-04 15:27:51,207.10,4.17,852.60,0.664,50.0,0.99
2024-11-04 15:27:52,207.10,4.17,852.60,0.665,49.9,0.99
2024-11-04 15:27:52,207.70,4.16,853.60,0.665,50.0,0.99
2024-11-04 15:27:53,207.70,4.16,853.60,0.665,49.9,0.99
2024-11-04 15:27:53,207.90,4.16,853.80,0.665,49.9,0.99
2024-11-04 15:27:54,207.90,4.16,853.80,0.665,50.0,0.99
2024-11-04 15:27:55,207.70,4.16,852.90,0.665,49.9,0.99
2024-11-04 15:27:55,207.70,4.16,852.90,0.665,50.0,0.99
2024-11-04 15:27:56,207.70,4.16,853.20,0.666,50.0,0.99
2024-11-04 15:27:56,208.20,4.15,853.20,0.666,49.9,0.99
2024-11-04 15:27:57,208.20,4.15,853.20,0.666,49.9,0.99
2024-11-04 15:27:58,208.20,4.15,852.80,0.666,49.9,0.99
2024-11-04 15:27:58,208.20,4.15,852.80,0.666,49.9,0.99
2024-11-04 15:27:59,208.10,4.14,851.80,0.666,49.9,0.99
2024-11-04 15:27:59,208.10,4.14,851.80,0.666,50.0,0.99
2024-11-04 15:28:00,208.20,4.14,851.90,0.667,50.0,0.99
2024-11-04 15:28:01,208.20,4.14,851.90,0.667,50.0,0.99
2024-11-04 15:28:01,208.60,4.13,852.00,0.667,49.9,0.99
2024-11-04 15:28:02,208.60,4.13,852.00,0.667,49.9,0.99
2024-11-04 15:28:02,208.80,4.13,851.80,0.667,50.0,0.99
2024-11-04 15:28:03,208.80,4.13,851.80,0.667,50.0,0.99
2024-11-04 15:28:04,208.60,4.13,850.40,0.667,50.0,0.99
2024-11-04 15:28:04,208.60,4.13,850.40,0.668,49.9,0.99
2024-11-04 15:28:05,208.60,4.13,850.40,0.668,49.9,0.99
2024-11-04 15:28:05,208.70,4.12,849.50,0.668,50.0,0.99
2024-11-04 15:28:06,208.70,4.12,849.50,0.668,50.0,0.99
2024-11-04 15:28:06,208.70,4.12,848.40,0.668,50.0,0.99
2024-11-04 15:28:07,208.70,4.12,848.40,0.668,50.0,0.99
2024-11-04 15:28:08,208.50,4.12,848.40,0.668,50.0,0.99
2024-11-04 15:28:08,208.50,4.12,848.40,0.669,50.0,0.99
2024-11-04 15:28:09,208.10,4.13,848.00,0.669,49.9,0.99
2024-11-04 15:28:09,208.10,4.13,848.00,0.669,50.0,0.99
2024-11-04 15:28:10,208.00,4.13,848.50,0.669,50.0,0.99
2024-11-04 15:28:11,208.00,4.13,848.50,0.669,50.0,0.99
2024-11-04 15:28:11,208.00,4.13,848.80,0.669,50.0,0.99
2024-11-04 15:28:12,208.00,4.13,848.80,0.669,50.0,0.99
2024-11-04 15:28:12,208.00,4.13,848.80,0.669,50.0,0.99
2024-11-04 15:28:13,207.60,4.14,849.50,0.670,50.0,0.99
2024-11-04 15:28:14,207.60,4.14,849.50,0.670,50.0,0.99
2024-11-04 15:28:14,207.70,4.14,849.60,0.670,50.0,0.99
2024-11-04 15:28:15,207.70,4.14,849.60,0.670,50.0,0.99
2024-11-04 15:28:15,207.90,4.14,849.40,0.670,50.0,0.99
2024-11-04 15:28:16,207.90,4.14,849.40,0.670,50.0,0.99
2024-11-04 15:28:17,208.20,4.14,850.00,0.670,50.0,0.99
2024-11-04 15:28:17,208.20,4.14,850.00,0.671,50.0,0.99
2024-11-04 15:28:18,208.10,4.13,849.70,0.671,50.0,0.99
2024-11-04 15:28:18,208.10,4.13,849.70,0.671,50.0,0.99
2024-11-04 15:28:19,208.30,4.14,850.40,0.671,50.0,0.99
2024-11-04 15:28:20,208.30,4.14,850.40,0.671,50.0,0.99
2024-11-04 15:28:20,208.60,4.13,850.50,0.671,50.0,0.99
2024-11-04 15:28:21,208.60,4.13,850.50,0.671,50.0,0.99
2024-11-04 15:28:21,208.30,4.14,850.40,0.672,50.0,0.99
2024-11-04 15:28:22,208.30,4.14,850.40,0.672,50.0,0.99
2024-11-04 15:28:23,208.30,4.14,850.40,0.672,50.0,0.99
2024-11-04 15:28:23,208.10,4.13,849.80,0.672,50.0,0.99
2024-11-04 15:28:24,208.10,4.13,849.80,0.672,49.9,0.99
2024-11-04 15:28:24,208.00,4.13,849.30,0.672,50.0,0.99
2024-11-04 15:28:25,208.00,4.13,849.30,0.672,50.0,0.99
2024-11-04 15:28:26,208.00,4.13,848.80,0.673,50.0,0.99
2024-11-04 15:28:26,208.00,4.13,848.80,0.673,50.0,0.99
2024-11-04 15:28:27,207.90,4.13,848.30,0.673,49.9,0.99
2024-11-04 15:28:27,207.90,4.13,848.30,0.673,50.0,0.99
2024-11-04 15:28:28,207.80,4.13,847.80,0.673,50.0,0.99
2024-11-04 15:28:29,207.80,4.13,847.80,0.673,50.0,0.99
2024-11-04 15:28:29,207.80,4.13,847.80,0.673,50.0,0.99
2024-11-04 15:28:30,208.10,4.12,848.00,0.674,50.0,0.99
2024-11-04 15:28:30,208.10,4.12,848.00,0.674,50.0,0.99
2024-11-04 15:28:31,208.20,4.12,848.00,0.674,49.9,0.99
2024-11-04 15:28:32,208.20,4.12,848.00,0.674,50.0,0.99
2024-11-04 15:28:32,208.00,4.13,847.70,0.674,49.9,0.99
2024-11-04 15:28:33,208.00,4.13,847.70,0.674,49.9,0.99
2024-11-04 15:28:33,208.00,4.13,847.80,0.674,50.0,0.99
2024-11-04 15:28:34,208.00,4.13,847.80,0.675,50.0,0.99
2024-11-04 15:28:35,207.80,4.13,848.10,0.675,50.0,0.99
2024-11-04 15:28:35,207.80,4.13,848.10,0.675,49.9,0.99
2024-11-04 15:28:36,208.50,4.13,849.60,0.675,50.0,0.99
2024-11-04 15:28:36,208.50,4.13,849.60,0.675,50.0,0.99
2024-11-04 15:28:37,208.60,4.13,850.00,0.675,50.0,0.99
2024-11-04 15:28:38,208.60,4.13,850.00,0.675,50.0,0.99
2024-11-04 15:28:38,208.20,4.13,849.40,0.676,50.0,0.99
2024-11-04 15:28:39,208.20,4.13,849.40,0.676,50.0,0.99
2024-11-04 15:28:39,208.10,4.13,849.20,0.676,49.9,0.99
2024-11-04 15:28:40,208.10,4.13,849.20,0.676,50.0,0.99
2024-11-04 15:28:40,208.10,4.13,849.20,0.676,50.0,0.99
2024-11-04 15:28:41,207.60,4.14,848.80,0.676,50.0,0.99
2024-11-04 15:28:42,207.60,4.14,848.80,0.676,50.0,0.99
2024-11-04 15:28:42,207.90,4.14,849.70,0.676,50.0,0.99
2024-11-04 15:28:43,207.90,4.14,849.70,0.677,50.0,0.99
2024-11-04 15:28:43,207.90,4.14,850.50,0.677,50.0,0.99
2024-11-04 15:28:44,207.90,4.14,850.50,0.677,50.0,0.99
2024-11-04 15:28:45,208.20,4.14,851.20,0.677,50.0,0.99
2024-11-04 15:28:45,208.20,4.14,851.20,0.677,50.0,0.99
2024-11-04 15:28:46,209.00,4.13,852.80,0.677,50.0,0.99
2024-11-04 15:28:46,209.00,4.13,852.80,0.677,50.0,0.99
2024-11-04 15:28:47,209.10,4.13,853.00,0.678,50.0,0.99
2024-11-04 15:28:48,209.10,4.13,853.00,0.678,50.0,0.99
2024-11-04 15:28:48,209.10,4.13,853.00,0.678,50.0,0.99
2024-11-04 15:28:49,209.30,4.13,854.10,0.678,50.0,0.99
2024-11-04 15:28:49,209.30,4.13,854.10,0.678,50.0,0.99
2024-11-04 15:28:50,209.10,4.13,853.30,0.678,50.0,0.99
2024-11-04 15:28:51,209.10,4.13,853.30,0.678,50.0,0.99
2024-11-04 15:28:51,208.70,4.14,852.70,0.679,50.0,0.99
2024-11-04 15:28:52,208.70,4.14,852.70,0.679,50.0,0.99
2024-11-04 15:28:52,208.70,4.14,852.90,0.679,50.0,0.99
2024-11-04 15:28:53,208.70,4.14,852.90,0.679,50.0,0.99
2024-11-04 15:28:54,208.10,4.15,852.30,0.679,50.0,0.99
2024-11-04 15:28:54,208.10,4.15,852.30,0.679,50.0,0.99
2024-11-04 15:28:55,208.00,4.15,852.70,0.679,50.0,0.99
2024-11-04 15:28:55,208.00,4.15,852.70,0.680,50.0,0.99
2024-11-04 15:28:56,208.10,4.15,853.30,0.680,50.0,0.99
2024-11-04 15:28:57,208.10,4.15,853.30,0.680,50.0,0.99
2024-11-04 15:28:57,208.10,4.15,853.30,0.680,50.0,0.99
2024-11-04 15:28:58,207.20,4.17,852.70,0.680,50.0,0.99
2024-11-04 15:28:58,207.20,4.17,852.70,0.680,50.0,0.99
2024-11-04 15:28:59,207.60,4.16,853.90,0.680,50.0,0.99
2024-11-04 15:29:00,207.60,4.16,853.90,0.681,50.0,0.99
2024-11-04 15:29:00,207.40,4.17,853.70,0.681,50.0,0.99
2024-11-04 15:29:01,207.40,4.17,853.70,0.681,50.0,0.99
2024-11-04 15:29:01,207.60,4.16,853.90,0.681,50.0,0.99
2024-11-04 15:29:02,207.60,4.16,853.90,0.681,50.0,0.99
2024-11-04 15:29:03,207.50,4.17,853.80,0.681,50.0,0.99
2024-11-04 15:29:03,207.50,4.17,853.80,0.681,50.0,0.99
2024-11-04 15:29:04,207.40,4.16,853.90,0.682,50.0,0.99
2024-11-04 15:29:04,207.40,4.16,853.90,0.682,50.0,0.99
2024-11-04 15:29:05,207.90,4.17,855.20,0.682,50.0,0.99
2024-11-04 15:29:06,207.90,4.17,855.20,0.682,50.0,0.99
2024-11-04 15:29:06,208.20,4.16,856.40,0.682,50.0,0.99
2024-11-04 15:29:07,208.20,4.16,856.40,0.682,50.0,0.99
2024-11-04 15:29:07,208.20,4.16,856.40,0.682,50.0,0.99
2024-11-04 15:29:08,208.30,4.17,857.10,0.683,50.0,0.99
2024-11-04 15:29:09,208.30,4.17,857.10,0.683,50.0,0.99
2024-11-04 15:29:09,208.10,4.17,857.20,0.683,50.0,0.99
2024-11-04 15:29:10,208.10,4.17,857.20,0.683,50.0,0.99
2024-11-04 15:29:10,208.30,4.17,858.20,0.683,50.0,0.99
2024-11-04 15:29:11,208.30,4.17,858.20,0.683,50.0,0.99
2024-11-04 15:29:12,208.00,4.17,857.40,0.683,50.0,0.99
2024-11-04 15:29:12,208.00,4.17,857.40,0.684,50.0,0.99
2024-11-04 15:29:13,208.00,4.17,857.40,0.684,50.0,0.99
2024-11-04 15:29:13,207.90,4.18,857.80,0.684,50.0,0.99
2024-11-04 15:29:14,207.90,4.18,857.80,0.684,50.0,0.99
2024-11-04 15:29:14,208.20,4.17,857.90,0.684,50.0,0.99
2024-11-04 15:29:15,208.20,4.17,857.90,0.684,50.0,0.99
2024-11-04 15:29:16,208.70,4.17,859.20,0.684,50.0,0.99
2024-11-04 15:29:16,208.70,4.17,859.20,0.685,50.0,0.99
2024-11-04 15:29:17,209.70,4.16,860.70,0.685,50.0,0.99
2024-11-04 15:29:17,209.70,4.16,860.70,0.685,50.0,0.99
2024-11-04 15:29:18,209.70,4.16,860.30,0.685,50.0,0.99
2024-11-04 15:29:19,209.70,4.16,860.30,0.685,50.0,0.99
2024-11-04 15:29:19,209.40,4.15,859.40,0.685,50.0,0.99
2024-11-04 15:29:20,209.40,4.15,859.40,0.685,50.0,0.99
2024-11-04 15:29:20,209.00,4.16,857.60,0.686,50.0,0.99
2024-11-04 15:29:21,209.00,4.16,857.60,0.686,50.0,0.99
2024-11-04 15:29:22,208.20,4.16,855.20,0.686,50.0,0.99
2024-11-04 15:29:22,208.20,4.16,855.20,0.686,50.0,0.99
2024-11-04 15:29:23,208.10,4.16,854.10,0.686,50.0,0.99
2024-11-04 15:29:23,208.10,4.16,854.10,0.686,50.0,0.99
2024-11-04 15:29:24,208.10,4.16,854.10,0.686,50.0,0.99
2024-11-04 15:29:25,208.30,4.15,853.30,0.687,50.0,0.99
2024-11-04 15:29:25,208.30,4.15,853.30,0.687,50.0,0.99
2024-11-04 15:29:26,208.40,4.15,852.80,0.687,50.0,0.99
2024-11-04 15:29:26,208.40,4.15,852.80,0.687,50.0,0.99
2024-11-04 15:29:27,208.50,4.14,852.10,0.687,50.0,0.99
2024-11-04 15:29:28,208.50,4.14,852.10,0.687,50.0,0.99
2024-11-04 15:29:28,208.60,4.14,851.30,0.687,50.0,0.99
2024-11-04 15:29:29,208.60,4.14,851.30,0.688,50.0,0.99
2024-11-04 15:29:29,209.20,4.12,851.80,0.688,50.0,0.99
2024-11-04 15:29:30,209.20,4.12,851.80,0.688,50.0,0.99
2024-11-04 15:29:31,209.10,4.13,851.20,0.688,50.0,0.99
2024-11-04 15:29:31,209.10,4.13,851.20,0.688,50.0,0.99
2024-11-04 15:29:32,209.10,4.13,851.20,0.688,50.0,0.99
2024-11-04 15:29:32,208.90,4.13,851.10,0.688,50.0,0.99
2024-11-04 15:29:33,208.90,4.13,851.10,0.689,50.0,0.99
2024-11-04 15:29:34,208.90,4.13,851.60,0.689,50.0,0.99
2024-11-04 15:29:34,208.90,4.13,851.60,0.689,50.0,0.99
2024-11-04 15:29:35,209.00,4.13,852.10,0.689,50.0,0.99
2024-11-04 15:29:35,209.00,4.13,852.10,0.689,50.0,0.99
2024-11-04 15:29:36,209.00,4.13,852.10,0.689,50.0,0.99
2024-11-04 15:29:37,209.00,4.13,852.10,0.689,50.0,0.99
